9.489418;-3.1908724;-2.802413
9.478046;-3.0292637;-2.8095956
9.483433;-3.2501287;-2.8323407
9.544485;-3.098097;-2.8760347
9.518148;-3.056797;-2.9047651
9.464878;-3.233968;-2.8748376
9.504981;-3.2549171;-2.8173769
9.48882;-3.2603042;-2.830545
9.494805;-3.210026;-2.943671
9.454104;-3.2704794;-2.944868
9.46847;-3.2465374;-2.9724014
9.504981;-3.1986535;-2.9831753
9.467272;-3.1705215;-2.9765913
9.539098;-3.1609447;-2.956839
9.569624;-2.9939492;-2.9706059
9.563639;-2.984971;-3.0059202
9.572617;-2.9777884;-2.9640217
9.561843;-2.926313;-3.083732
9.536704;-2.9580362;-3.0771477
9.545682;-2.9765913;-3.0711622
9.512163;-3.0466216;-3.0693667
9.505579;-3.0029275;-3.0998926
9.473258;-3.0125043;-3.1501708
9.437345;-3.0472202;-3.152565
9.102157;-3.3674448;-2.9861681
9.730635;-3.3608606;-2.6198552
9.120711;-3.3512838;-2.7898436
8.785523;-4.390966;-3.0160956
8.837597;-4.563947;-4.823119
9.5809965;-2.4115596;-4.531027
9.512163;-2.8030117;-3.0974984
8.455722;-1.4862007;-5.8741736
9.463681;-2.4983494;-4.0426097
9.351153;-1.6059108;-5.3342814
9.23683;-2.8604724;-3.9839516
9.012972;-2.48578;-4.771644
10.569203;-5.1660886;-5.2642508
8.656237;-4.697424;-3.8241386
8.834005;-5.033809;-3.151368
9.879075;-3.9953241;-5.33488
10.369886;-3.9875429;-3.3608606
9.606135;-2.0949266;-3.6954503
5.434838;-6.1860185;-4.148553
7.261614;-2.9604304;-5.0781016
8.326435;-3.6176388;-6.26383
8.373122;-4.953005;-5.0385976
9.607333;-1.714847;-2.8634653
8.55987;-3.757101;-3.5003228
9.482236;-2.7551277;-3.675698
9.105149;-3.3722332;-3.4883518
9.057265;-3.3315318;-3.1878796
10.311827;-3.4931402;-2.5366566
7.680599;-4.7578773;-4.7614684
8.77834;-2.645593;-4.96737
9.0716305;-1.3347675;-3.7463272
12.404359;-1.4401124;-4.4753613
8.555679;0.025139118;-7.9050555
4.7764325;1.3706805;-4.5579615
1.3425486;-3.4344823;-6.3009405
14.358626;-5.5324016;-0.39264908
17.754202;1.0749966;-2.8987796
11.118074;7.0425444;-8.470087
7.080253;8.999206;-4.574721
-3.0597897;13.590087;-6.923433
-1.9303252;11.462839;-7.965509
-1.7818847;8.761581;-0.80804306
1.532289;9.487623;-7.20535
0.9032126;7.680599;-3.5236664
-0.79248077;5.811326;-7.2963295
1.3449428;7.48188;-8.485051
-0.88765025;6.6923923;-7.394492
