0;0;0
-0.41404724;2.3013153;10.283524
-0.05555725;2.0057373;9.871674
-11.287964;3.4955292;10.744812
20.393951;5.649658;3.6899567
-3.52536;-10.899277;16.137604
10.874496;1.7847748;2.6763458
5.7456207;-2.3859863;12.321304
3.5012512;-1.6798706;10.0273285
2.1049042;4.846573;9.477295
-3.1101685;3.0784454;9.750916
-3.5117798;2.692627;4.1490936
-8.763947;-2.8014526;3.7648468
-16.80983;-1.7774811;11.338898
-6.589752;-2.9650116;1.1345673
-9.498901;-4.78331;-1.5437775
-3.33313;-7.90744;-0.736145
-2.2730103;-10.162582;-2.3371887
-1.6532135;-6.9536285;2.2999725
-4.0493164;-13.212662;-2.3322906
-4.677353;-13.303162;0.3943329
-0.60220337;-11.014282;0.40907288
-0.86050415;-10.69635;1.8274994
0.08314514;-8.522705;2.308899
-0.8422699;-18.421127;3.6027832
-3.1201324;-10.884354;0.5215912
-0.53422546;-8.074265;-2.0243378
-1.4538879;-6.39711;2.3531952
1.714325;-8.592041;6.640274
27.035553;-30.65564;20.584366
0.20214844;-9.335419;-1.1295929
4.0053864;-9.151352;-3.603119
5.8363037;-0.92692566;2.6190033
4.5705566;-2.1534882;0.22988892
8.762344;-3.5969849;-1.9635925
7.2000275;-3.3184662;0.7509155
8.702667;-1.1161041;0.5587921
15.411133;-1.3936157;-1.6985474
9.415604;-3.0104218;-0.7944946
8.626358;-3.0213318;-2.5119019
10.123215;-0.8012085;3.78125
7.0377655;0.01512146;5.8195953
8.400238;-0.2599945;3.4085693
12.262192;-2.2323303;5.394058
8.4457245;-4.9524994;3.7480621
1.3028564;-7.2336426;0.50068665
3.4601135;-7.348175;0.43748474
4.8427734;-11.475662;3.4380798
4.8124847;-10.153305;6.392746
4.9209137;-2.5713043;0.9590454
9.905685;-2.9307098;7.1411285
4.405716;-7.048004;6.8784943
2.3502655;-6.0963593;1.4031677
-0.38493347;-11.418289;0.16625977
-0.7896271;-10.274063;-2.968567
1.0352173;-10.132828;0.10823059
2.5480347;-11.629272;-2.0486145
2.4356537;-8.87854;1.2232056
1.6372223;-10.696701;0.16233826
-2.2533417;-10.805786;2.2187347
-3.4199371;-11.557404;-1.5924377
-0.17129517;-9.413361;0.7284241
1.0478973;-4.321533;5.966629
-2.871582;-2.6736908;8.716965
-0.7794342;-0.48731995;9.68367
-0.8064575;2.6278534;8.294769
-0.59910583;1.7526398;8.123993
